UnitCode	Description	ZipCode	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
8037	HPV HIGH RISK WITH GENOTYPE, SP	77036	12	17	17	20	16	25	16	14	13	13	36	26
8037	HPV HIGH RISK WITH GENOTYPE, SP	77038	1	0	1	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77040	2	0	0	0	0	0	0	0	0	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77053	0	0	6	4	3	0	0	3	2	3	5	5
8037	HPV HIGH RISK WITH GENOTYPE, SP	77065	0	1	1	1	3	1	0	2	2	1	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77067	0	0	1	0	1	1	4	2	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77068	0	0	0	0	0	0	0	1	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77070	0	0	0	0	0	0	32	16	18	12	19	14
8037	HPV HIGH RISK WITH GENOTYPE, SP	77072	0	0	0	1	1	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77074	2	3	1	11	12	7	10	8	4	3	3	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	77077	0	0	0	0	1	0	0	0	0	2	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77080	0	1	5	0	3	2	1	0	1	1	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77081	0	0	2	2	6	13	5	1	3	9	6	3
8037	HPV HIGH RISK WITH GENOTYPE, SP	77082	0	0	0	0	0	1	0	0	1	1	7	44
8037	HPV HIGH RISK WITH GENOTYPE, SP	77083	0	0	1	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77084	0	0	0	0	0	1	0	2	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77086	8	8	6	8	3	1	4	1	3	3	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77089	3	3	2	6	2	1	2	1	0	4	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77091	0	0	0	0	0	0	1	1	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77092	0	0	0	0	0	0	1	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77095	0	0	0	0	0	1	1	2	2	2	3	3
8037	HPV HIGH RISK WITH GENOTYPE, SP	77099	0	0	0	2	2	0	1	1	0	2	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77301	1	0	0	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77340	1	0	0	0	1	0	2	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77351	22	12	20	19	24	17	16	17	15	29	14	10
8037	HPV HIGH RISK WITH GENOTYPE, SP	77365	0	0	0	0	0	0	0	0	2	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77395	6	3	8	4	4	9	5	1	3	8	6	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	77406	0	0	0	0	0	0	0	1	3	1	3	5
8037	HPV HIGH RISK WITH GENOTYPE, SP	77414	0	0	0	3	0	2	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77433	0	0	0	0	0	0	0	2	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77449	1	1	2	3	0	3	2	2	2	3	0	3
8037	HPV HIGH RISK WITH GENOTYPE, SP	77478	1	3	2	0	2	0	1	0	0	2	1	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	77479	105	77	93	83	93	79	94	103	79	96	113	29
8037	HPV HIGH RISK WITH GENOTYPE, SP	77484	0	0	0	0	0	1	3	1	0	1	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77494	10	12	10	12	4	12	11	5	7	9	11	5
8037	HPV HIGH RISK WITH GENOTYPE, SP	77502	1	0	0	1	0	1	0	0	1	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77505	0	0	0	0	0	1	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77506	0	3	2	2	2	2	2	2	1	5	2	3
8037	HPV HIGH RISK WITH GENOTYPE, SP	77521	1	0	0	0	0	1	1	0	1	1	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77531	1	0	1	1	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77539	0	1	1	0	0	0	1	0	0	0	0	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	77581	9	15	6	13	18	9	18	17	6	20	7	11
8037	HPV HIGH RISK WITH GENOTYPE, SP	77584	0	1	0	0	0	0	0	1	2	1	3	9
8037	HPV HIGH RISK WITH GENOTYPE, SP	77590	0	0	0	0	2	0	0	1	0	4	2	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	77598	3	0	2	0	2	2	0	0	2	2	2	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	77611	0	0	0	0	2	1	1	0	0	3	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77627	0	0	0	0	0	0	0	0	0	0	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	77630	0	0	0	0	0	0	0	1	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77640	0	0	0	1	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77642	0	0	0	0	0	0	1	2	0	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77657	0	0	0	0	0	0	0	0	0	1	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77701	3	1	7	3	2	1	2	3	1	6	2	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77702	0	0	0	1	0	0	1	1	0	1	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	77705	0	3	3	1	0	0	0	0	1	2	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	77802	4	9	9	10	12	11	10	11	8	10	5	9
8037	HPV HIGH RISK WITH GENOTYPE, SP	77833	4	4	4	5	8	6	2	1	7	1	0	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	77845	10	8	6	8	7	5	6	6	9	8	5	6
8037	HPV HIGH RISK WITH GENOTYPE, SP	77901	0	0	0	0	0	2	3	5	1	1	3	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	77904	0	0	0	0	0	0	1	0	0	0	4	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78003	1	3	1	0	1	0	1	0	0	1	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78009	3	1	0	1	2	1	1	0	2	1	3	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78026	6	5	7	10	11	8	7	7	4	8	6	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	78028	1	0	2	0	0	1	1	1	0	0	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78070	15	14	22	16	22	26	18	22	31	20	14	14
8037	HPV HIGH RISK WITH GENOTYPE, SP	78121	1	0	0	0	0	0	1	0	0	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78130	1	1	0	0	0	0	2	0	1	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78133	4	2	4	1	1	1	0	0	11	11	10	6
8037	HPV HIGH RISK WITH GENOTYPE, SP	78155	0	0	0	0	0	0	0	1	1	0	3	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	78201	0	0	0	1	1	2	0	0	0	1	1	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78212	0	0	0	0	0	0	2	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78215	1	9	32	26	1	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78216	4	0	3	2	0	1	0	4	1	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78221	4	7	11	3	7	5	3	3	1	5	3	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	78224	1	2	3	4	3	1	1	1	2	3	1	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78229	455	531	604	511	573	540	557	630	500	512	528	289
8037	HPV HIGH RISK WITH GENOTYPE, SP	78230	0	0	0	0	1	0	1	2	0	0	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78237	0	0	0	0	8	1	0	0	2	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78248	0	0	0	0	1	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78258	9	15	14	12	20	16	15	15	14	24	10	7
8037	HPV HIGH RISK WITH GENOTYPE, SP	78336	0	0	1	0	0	0	0	0	0	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78411	4	3	7	5	6	2	3	4	4	7	8	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	78412	19	17	29	19	33	15	22	22	16	17	20	17
8037	HPV HIGH RISK WITH GENOTYPE, SP	78413	0	0	0	0	1	1	2	10	3	5	14	38
8037	HPV HIGH RISK WITH GENOTYPE, SP	78414	0	0	0	1	0	0	0	0	1	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78441	65	74	85	59	67	71	68	55	67	99	79	62
8037	HPV HIGH RISK WITH GENOTYPE, SP	78501	1	3	13	9	6	7	7	14	11	10	12	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	78503	6	0	2	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78504	0	3	3	3	0	0	0	1	3	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78516	0	0	1	0	0	1	0	0	0	1	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78520	2	1	1	1	1	1	1	1	0	1	1	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78521	0	0	0	0	0	0	0	0	0	0	1	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78526	1	2	4	3	4	2	3	1	0	1	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78537	0	0	2	1	2	0	0	1	1	0	2	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78539	39	40	27	10	1	0	0	0	0	3	0	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	78541	3	4	0	0	4	1	0	1	3	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78543	0	0	0	0	0	0	0	0	0	2	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78550	21	18	29	25	46	36	45	30	41	40	34	32
8037	HPV HIGH RISK WITH GENOTYPE, SP	78560	1	2	6	2	3	4	0	1	1	3	0	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	78570	1	0	0	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78572	0	2	2	0	1	2	1	1	2	1	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78574	10	9	14	7	12	23	9	13	3	15	11	10
8037	HPV HIGH RISK WITH GENOTYPE, SP	78577	0	0	0	0	0	0	1	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78586	0	0	0	0	0	0	1	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78596	0	4	1	2	0	2	0	0	2	0	4	8
8037	HPV HIGH RISK WITH GENOTYPE, SP	78602	8	15	21	17	15	10	7	11	13	13	10	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78613	176	180	215	182	204	171	187	239	195	208	189	211
8037	HPV HIGH RISK WITH GENOTYPE, SP	78617	0	0	1	0	0	0	2	0	0	1	1	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78624	0	0	0	0	0	0	0	1	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78627	0	1	1	0	0	0	0	0	1	2	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78628	8	12	8	3	3	4	7	7	7	5	12	8
8037	HPV HIGH RISK WITH GENOTYPE, SP	78634	0	0	1	1	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78641	1	0	0	1	0	1	0	0	0	1	1	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	78644	1	1	0	1	1	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78645	1	0	0	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78654	1	0	2	0	1	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78660	2	3	3	0	2	4	1	2	0	0	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78664	11	9	13	6	13	6	7	2	7	13	5	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	78665	8	11	6	8	12	11	8	6	9	13	4	10
8037	HPV HIGH RISK WITH GENOTYPE, SP	78666	8	6	18	11	14	8	7	0	4	2	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78681	162	162	194	163	167	207	182	187	171	173	163	97
8037	HPV HIGH RISK WITH GENOTYPE, SP	78701	90	97	102	81	98	81	59	71	60	56	28	28
8037	HPV HIGH RISK WITH GENOTYPE, SP	78702	0	0	1	0	0	0	0	0	0	1	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78703	0	1	0	0	1	0	0	0	0	0	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78704	0	2	15	6	4	5	7	6	2	0	2	5
8037	HPV HIGH RISK WITH GENOTYPE, SP	78705	7	7	13	10	12	14	4	10	8	5	5	7
8037	HPV HIGH RISK WITH GENOTYPE, SP	78713	1	0	1	1	0	0	0	0	1	0	2	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78717	0	1	0	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78723	0	0	0	0	0	0	1	12	6	5	7	5
8037	HPV HIGH RISK WITH GENOTYPE, SP	78726	0	0	0	3	0	0	0	0	0	0	0	5
8037	HPV HIGH RISK WITH GENOTYPE, SP	78728	3	5	5	5	5	4	4	3	4	3	6	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	78730	3	1	0	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78731	8	5	4	5	5	3	10	4	4	11	8	8
8037	HPV HIGH RISK WITH GENOTYPE, SP	78735	0	0	0	0	0	0	1	0	0	0	0	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78738	13	15	9	2	2	4	1	3	5	4	1	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	78745	12	8	6	5	7	11	5	6	5	11	7	7
8037	HPV HIGH RISK WITH GENOTYPE, SP	78746	1	0	0	0	0	2	2	0	1	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78748	0	0	0	0	0	0	0	0	0	2	1	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78749	0	0	0	0	0	0	0	1	0	2	4	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	78750	31	51	40	37	47	40	40	46	56	40	46	33
8037	HPV HIGH RISK WITH GENOTYPE, SP	78751	3	2	1	0	4	2	0	1	2	1	2	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78754	0	2	6	0	2	0	0	5	0	0	2	6
8037	HPV HIGH RISK WITH GENOTYPE, SP	78756	26	26	33	24	18	26	29	30	30	19	17	15
8037	HPV HIGH RISK WITH GENOTYPE, SP	78758	44	42	38	39	39	27	14	23	21	25	17	20
8037	HPV HIGH RISK WITH GENOTYPE, SP	78759	9	5	12	5	8	3	9	8	6	3	2	4
8037	HPV HIGH RISK WITH GENOTYPE, SP	78840	0	0	0	1	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78942	0	0	0	0	0	1	0	0	0	1	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	78945	0	1	2	2	2	3	4	0	0	3	3	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	79325	0	0	2	2	0	0	0	4	5	1	1	1
8037	HPV HIGH RISK WITH GENOTYPE, SP	79407	0	0	0	0	0	0	0	0	0	5	6	7
8037	HPV HIGH RISK WITH GENOTYPE, SP	79410	0	1	1	3	1	4	2	5	0	1	4	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	79424	0	0	1	0	0	0	0	0	0	0	0	0
8037	HPV HIGH RISK WITH GENOTYPE, SP	79701	5	3	3	2	3	3	1	7	5	5	2	2
8037	HPV HIGH RISK WITH GENOTYPE, SP	79707	0	5	4	1	3	0	1	0	1	1	1	2
